Gene_ID	Condition	Fit_Value	Fit_T	BGC_Protocore_Gene?
AO353_16805	set3IT082 Spectinomycin 0.1 mg/ml	-1.797	-5.794	False
AO353_16805	set3IT083 Spectinomycin 0.15 mg/ml	-1.565	-5.351	False
AO353_16805	set3IT087 Vancomycin 1 mg/ml	-2.295	-6.896	False
AO353_16805	set3IT090 A22 0.002 mg/ml	-1.506	-5.077	False
AO353_16805	set3IT092 A22 0.01 mg/ml	-1.363	-4.659	False
AO353_16805	set3IT094 D-Cycloserine 0.1 mg/ml	-3.051	-6.442	False
AO353_16805	set3IT096 methylglyoxal 0.008 vol%	-3.102	-5.902	False
AO353_16805	set4IT051 methylglyoxal 0.009 vol%	-3.08	-4.664	False
AO353_16805	set4IT054 Vanillin 1.25 mM	-1.806	-6.483	False
AO353_16805	set4IT055 Furfuryl Alcohol 0.0625 vol%	-2.016	-6.753	False
AO353_16805	set4IT056 Furfuryl Alcohol 0.125 vol%	-2.079	-6.477	False
AO353_16805	set4IT057 Furfuryl Alcohol 0.25 vol%	-2.478	-6.402	False
AO353_16805	set4IT059 syringaldehyde 5 mM	-1.496	-5.582	False
AO353_16805	set4IT062 LB	-1.807	-6.618	False
AO353_16805	set4IT066 Choline chloride 268.5 mM	-1.99	-6.266	False
AO353_16805	set4IT067 Choline chloride 358 mM	-1.953	-5.749	False
AO353_16805	set4IT068 Cholin acetate 10 mM	-1.231	-4.25	False
AO353_16805	set4IT069 Cholin acetate 19 mM	-1.568	-4.936	False
AO353_16805	set4IT070 Cholin acetate 38 mM	-1.07	-4.035	False
AO353_16805	set4IT071 acetate 17 mM	-1.541	-5.261	False
AO353_16805	set4IT074 1-ethyl-3-methylimidazolium lysine 10.5 mM	-1.462	-4.804	False
AO353_16805	set4IT076 1-ethyl-3-methylimidazolium acetate 20 mM	-1.162	-4.522	False
AO353_16805	set4IT077 1-ethyl-3-methylimidazolium acetate 30 mM	-1.227	-4.485	False
AO353_16805	set4IT078 1-ethyl-3-methylimidazolium chloride 170 mM	-2.228	-6.305	False
AO353_16805	set4IT079 Choline Lysine 12 mM	-1.527	-5.361	False
AO353_16805	set4IT080 LB	-1.461	-5.21	False
AO353_16805	set4IT081 Nalidixic 0.004 mg/ml	-2.76	-5.208	False
AO353_16805	set4IT082 Gentamicin 0.006 mg/ml	-1.153	-4.071	False
AO353_16805	set4IT087 Ceftazidime 0.12 mg/ml	-1.003	-4.069	False
AO353_16805	set4IT089 Benzalkonium Chloride 0.012 mg/ml	-1.202	-4.286	False
AO353_16805	set4IT090 LB	-1.536	-4.98	False
AO353_16805	set5IT004 L-Leucine (C)	-1.851	-5.013	False
AO353_16805	set5IT006 L-Tryptophan (C)	-1.609	-4.818	False
AO353_16805	set5IT007 D-Serine (C)	-1.369	-4.315	False
AO353_16805	set5IT009 L-Citrulline (C)	-1.19	-4.569	False
AO353_16805	set5IT010 Carnitine Hydrochloride (C)	-1.405	-5.083	False
AO353_16805	set5IT015 Uridine (C)	-1.15	-4.345	False
AO353_16805	set5IT017 D-Mannose (C)	-1.003	-4.58	False
AO353_16805	set5IT021 L-Tryptophan (N)	-1.034	-4.195	False
AO353_16805	set5IT022 D-Serine (N)	-1.041	-4.832	False
AO353_16805	set5IT027 Carnitine Hydrochloride (N)	-1.577	-6.206	False
AO353_16805	set5IT037 Ammonium chloride (N)	-1.17	-4.463	False
AO353_16805	set5IT038 nitrate (N)	-1.169	-4.477	False
AO353_16805	set5IT041 outer cut, LB soft agar motility assay	-2.938	-6.789	False
AO353_16805	set5IT042 outer cut, LB soft agar motility assay	-3.197	-4.875	False
AO353_16805	set5IT043 outer cut, LB soft agar motility assay	-2.542	-5.873	False
AO353_16805	set6IT050 LB 10C	-1.104	-5.078	False
AO353_16805	set6IT053 LB 30C	-1.519	-4.94	False
AO353_16805	set6IT054 LB 30C	-1.217	-5.05	False
AO353_16805	set6IT060 Minimal media pH7	-1.12	-4.596	False
AO353_16805	set6IT070 4C survival; 192 hrs	-1.605	-6.152	False
AO353_16805	set6IT071 4C survival; 360 hrs	-1.198	-4.71	False
AO353_16805	set6IT072 4C survival; 672 hrs	-2.154	-4.343	False
AO353_16805	set6IT081 L-Arginine (N)	-1.013	-4.088	False
AO353_16805	set6IT082 L-Histidine (N)	-1.915	-6.671	False
AO353_16805	set6IT084 L-Glutamic (N)	-1.046	-4.478	False
AO353_16805	set6IT090 L-Histidine (N)	-1.728	-6.097	False
AO353_16805	set6IT094 L-Threonine (N)	-1.37	-5.684	False
AO353_16805	set6IT095 L-Glutamine (N)	-1.307	-5.226	False
AO353_16810	set2IT036 Tween 20 (C)	-1.709	-4.102	False
AO353_16810	set3IT096 methylglyoxal 0.008 vol%	-2.434	-4.565	False
AO353_16810	set4IT057 Furfuryl Alcohol 0.25 vol%	-1.827	-4.316	False
AO353_16815	set1IT059 acetate (C)	-1.034	-6.557	False
AO353_16815	set1IT074 acetate (C)	-1.12	-7.822	False
AO353_16825	set15IT088 L-Ornithine	-1.75	-4.49	False
AO353_16825	set1IT067 propionate (C)	-1.867	-5.314	False
AO353_16825	set1IT082 propionate (C)	-1.716	-5.097	False
AO353_16825	set3IT057 nitrate 200 mM	-2.19	-5.469	False
AO353_16825	set3IT060 perchlorate 75 mM	-1.98	-5.563	False
AO353_16825	set3IT061 Polymyxin B sulfate 4 mg/ml	-1.188	-4.293	False
AO353_16825	set3IT085 Rifampicin 0.005 mg/ml	-1.441	-4.635	False
AO353_16825	set4IT085 Doxycycline hyclate 0.0002 mg/ml	-1.455	-4.821	False
AO353_16845	set15IT090 L-Citrulline	-1.138	-4.606	False
AO353_16845	set15IT094 L-Citrulline	-1.259	-6.285	False
AO353_16845	set15IT095 L-Citrulline	-1.024	-4.21	False
AO353_16845	set15IT096 D-Glucose	-1.167	-5.752	False
AO353_16845	set1IT079 D,L-Lactate (C)	-1.052	-5.454	False
AO353_16845	set1IT089 Paraquat dichloride 0.032 mg/mL	-1.121	-5.58	False
AO353_16845	set2IT020 D-Trehalose (C)	-1.019	-5.455	False
AO353_16845	set2IT022 L-Histidine (C)	-1.168	-6.162	False
AO353_16845	set2IT036 Tween 20 (C)	-1.067	-6.107	False
AO353_16845	set2IT040 L-Histidine (C)	-1.278	-7.03	False
AO353_16845	set5IT001 L-Alanine (C)	-1.904	-6.982	False
AO353_16845	set5IT002 L-Valine (C)	-1.366	-5.657	False
AO353_16845	set5IT008 D-Alanine (C)	-1.208	-5.07	False
AO353_16845	set5IT009 L-Citrulline (C)	-1.839	-8.636	False
AO353_16845	set6IT082 L-Histidine (N)	-1.132	-5.75	False
AO353_16845	set6IT090 L-Histidine (N)	-1.089	-5.56	False
AO353_16875	set1IT059 acetate (C)	-1.154	-4.06	False
AO353_16875	set1IT074 acetate (C)	-1.028	-4.349	False
AO353_16880	set3IT058 Sisomicin 0.008 mg/ml	-1.04	-5.991	False
AO353_16880	set5IT010 Carnitine Hydrochloride (C)	-2.273	-13.686	False
AO353_16880	set6IT057 Minimal media pH6	-1.017	-7.269	False
AO353_16880	set6IT058 Minimal media pH6	-1.235	-8.733	False
AO353_16890	set1IT086 copper (II) chloride 2.5 mM	-1.466	-5.955	False
AO353_16890	set1IT093 copper (II) chloride 2.5 mM	-1.916	-7.105	False
AO353_16890	set6IT057 Minimal media pH6	-1.854	-8.095	False
AO353_16890	set6IT058 Minimal media pH6	-2.66	-8.368	False
AO353_16895	set6IT057 Minimal media pH6	-1.781	-12.932	False
AO353_16895	set6IT058 Minimal media pH6	-2.405	-15.675	False
AO353_16895	set6IT062 Minimal media pH8	-1.157	-9.213	False
AO353_16915	set2IT005 Cisplatin 0.006 mg/ml	-1.895	-6.982	False
AO353_16915	set2IT010 Cisplatin 0.006 mg/ml	-2.011	-7.752	False
AO353_16915	set3IT060 perchlorate 75 mM	-1.014	-6.111	False
AO353_16915	set3IT070 Fusidic 0.125 mg/ml	-1.121	-6.383	False
AO353_16915	set3IT080 Tetracycline 0.0008 mg/ml	-2.357	-10.946	False
AO353_16915	set3IT081 Tetracycline 0.0016 mg/ml	-1.632	-8.612	False
AO353_16915	set3IT085 Rifampicin 0.005 mg/ml	-1.718	-8.785	False
AO353_16915	set3IT093 Lomefloxacin 0.001 mM	-2.368	-8.547	False
AO353_16915	set3IT096 methylglyoxal 0.008 vol%	-1.668	-8.634	False
AO353_16915	set4IT051 methylglyoxal 0.009 vol%	-2.601	-11.044	False
AO353_16915	set4IT077 1-ethyl-3-methylimidazolium acetate 30 mM	-1.015	-6.493	False
AO353_16915	set4IT081 Nalidixic 0.004 mg/ml	-1.925	-9.507	False
AO353_16915	set4IT085 Doxycycline hyclate 0.0002 mg/ml	-2.411	-10.086	False
AO353_16915	set4IT086 Doxycycline hyclate 0.0006 mg/ml	-1.832	-6.813	False
AO353_16925	set15IT089 L-Citrulline	-1.252	-8.324	False
AO353_16925	set3IT057 nitrate 200 mM	-1.971	-13.704	False
AO353_16925	set3IT060 perchlorate 75 mM	-1.251	-9.469	False
AO353_16925	set3IT090 A22 0.002 mg/ml	-1.613	-11.879	False
AO353_16925	set5IT002 L-Valine (C)	-1.093	-6.59	False
AO353_16925	set5IT004 L-Leucine (C)	-1.338	-7.703	False
AO353_16925	set5IT009 L-Citrulline (C)	-1.245	-9.536	False
AO353_16925	set5IT010 Carnitine Hydrochloride (C)	-1.217	-9.486	False
AO353_16925	set5IT041 outer cut, LB soft agar motility assay	-2.02	-10.901	False
AO353_16925	set5IT042 outer cut, LB soft agar motility assay	-1.936	-9.642	False
AO353_16925	set5IT043 outer cut, LB soft agar motility assay	-1.962	-10.807	False
AO353_16940	set1IT053 D-Glucose (C)	-2.872	-7.766	False
AO353_16940	set1IT054 D-Fructose (C)	-1.044	-4.072	False
AO353_16940	set1IT056 D-Ribose (C)	-1.048	-4.845	False
AO353_16940	set1IT057 a-Ketoglutaric (C)	-2.955	-7.992	False
AO353_16940	set1IT058 D-Gluconic Acid (C)	-2.793	-8.628	False
AO353_16940	set1IT060 Fumarate (C)	-2.963	-8.42	False
AO353_16940	set1IT061 Trisodium citrate (C)	-3.206	-8.196	False
AO353_16940	set1IT062 D-Lactate (C)	-3.332	-8.769	False
AO353_16940	set1IT063 L-Lactate (C)	-2.829	-8.738	False
AO353_16940	set1IT064 D,L-Lactate (C)	-3.241	-7.76	False
AO353_16940	set1IT065 pyruvate (C)	-1.865	-5.867	False
AO353_16940	set1IT066 succinate (C)	-2.074	-6.907	False
AO353_16940	set1IT067 propionate (C)	-2.014	-6.22	False
AO353_16940	set1IT068 D-Glucose (C)	-3.278	-7.267	False
AO353_16940	set1IT069 D-Fructose (C)	-1.678	-5.956	False
AO353_16940	set1IT071 D-Ribose (C)	-1.09	-4.607	False
AO353_16940	set1IT072 a-Ketoglutaric (C)	-2.705	-8.156	False
AO353_16940	set1IT073 D-Gluconic Acid (C)	-3.222	-7.435	False
AO353_16940	set1IT075 Fumarate (C)	-2.746	-7.802	False
AO353_16940	set1IT076 Trisodium citrate (C)	-2.95	-8.76	False
AO353_16940	set1IT077 D-Lactate (C)	-2.665	-8.076	False
AO353_16940	set1IT078 L-Lactate (C)	-2.602	-8.186	False
AO353_16940	set1IT079 D,L-Lactate (C)	-3.141	-8.714	False
AO353_16940	set1IT080 pyruvate (C)	-1.743	-6.027	False
AO353_16940	set1IT081 succinate (C)	-1.999	-6.474	False
AO353_16940	set1IT082 propionate (C)	-2.178	-5.396	False
AO353_16940	set1IT084 Cobalt chloride 0.16 mM	-1.21	-4.998	False
AO353_16940	set1IT085 Cobalt chloride 0.32 mM	-2.368	-6.882	False
AO353_16940	set1IT086 copper (II) chloride 2.5 mM	-1.216	-4.721	False
AO353_16940	set1IT091 Cobalt chloride 0.16 mM	-1.583	-5.963	False
AO353_16940	set1IT092 Cobalt chloride 0.32 mM	-2.264	-6.859	False
AO353_16940	set1IT093 copper (II) chloride 2.5 mM	-1.413	-4.951	False
AO353_16940	set2IT014 m-Inositol (C)	-1.454	-4.304	False
AO353_16940	set2IT015 Ethanol (C)	-1.681	-4.1	False
AO353_16940	set2IT016 Glycerol (C)	-1.524	-4.906	False
AO353_16940	set2IT018 Tween 20 (C)	-2.328	-5.097	False
AO353_16940	set2IT019 L-Malic (C)	-2.345	-5.132	False
AO353_16940	set2IT020 D-Trehalose (C)	-2.046	-5.432	False
AO353_16940	set2IT022 L-Histidine (C)	-1.237	-4.45	False
AO353_16940	set2IT025 L-Glutamic (C)	-2.233	-5.446	False
AO353_16940	set2IT027 L-Asparagine (C)	-1.166	-4.156	False
AO353_16940	set2IT028 L-Glutamine (C)	-2.555	-5.355	False
AO353_16940	set2IT029 L-Proline (C)	-1.427	-4.523	False
AO353_16940	set2IT032 m-Inositol (C)	-1.819	-4.829	False
AO353_16940	set2IT034 Glycerol (C)	-1.139	-4.219	False
AO353_16940	set2IT036 Tween 20 (C)	-2.201	-5.534	False
AO353_16940	set2IT037 L-Malic (C)	-2.415	-5.498	False
AO353_16940	set2IT038 D-Trehalose (C)	-1.995	-4.709	False
AO353_16940	set2IT040 L-Histidine (C)	-1.716	-5.522	False
AO353_16940	set2IT043 L-Glutamic (C)	-2.178	-5.783	False
AO353_16940	set2IT045 L-Asparagine (C)	-1.54	-5.232	False
AO353_16940	set3IT050 L-Glutamine (C)	-1.614	-4.448	False
AO353_16940	set3IT051 L-Proline (C)	-1.72	-4.263	False
AO353_16940	set3IT059 Chlorite 0.16 mM	-2.05	-5.743	False
AO353_16940	set3IT061 Polymyxin B sulfate 4 mg/ml	-1.332	-4.626	False
AO353_16940	set3IT062 Chloride 500 mM	-1.446	-5.198	False
AO353_16940	set3IT066 benzoic 0.58 mg/ml	-1.384	-4.805	False
AO353_16940	set3IT072 Dimethyl Sulfoxide 7.5 vol%	-2.293	-5.794	False
AO353_16940	set3IT080 Tetracycline 0.0008 mg/ml	-1.5	-5.248	False
AO353_16940	set3IT081 Tetracycline 0.0016 mg/ml	-1.666	-5.269	False
AO353_16940	set3IT082 Spectinomycin 0.1 mg/ml	-2.109	-6.069	False
AO353_16940	set3IT087 Vancomycin 1 mg/ml	-1.568	-6.09	False
AO353_16940	set3IT094 D-Cycloserine 0.1 mg/ml	-1.681	-5.395	False
AO353_16940	set3IT096 methylglyoxal 0.008 vol%	-1.311	-4.697	False
AO353_16940	set4IT051 methylglyoxal 0.009 vol%	-2.287	-5.889	False
AO353_16940	set4IT054 Vanillin 1.25 mM	-1.273	-4.958	False
AO353_16940	set4IT055 Furfuryl Alcohol 0.0625 vol%	-1.584	-5.346	False
AO353_16940	set4IT056 Furfuryl Alcohol 0.125 vol%	-1.442	-5.298	False
AO353_16940	set4IT057 Furfuryl Alcohol 0.25 vol%	-1.672	-5.268	False
AO353_16940	set4IT059 syringaldehyde 5 mM	-1.17	-4.623	False
AO353_16940	set4IT062 LB	-1.379	-5.332	False
AO353_16940	set4IT066 Choline chloride 268.5 mM	-1.968	-5.92	False
AO353_16940	set4IT067 Choline chloride 358 mM	-1.074	-4.295	False
AO353_16940	set4IT068 Cholin acetate 10 mM	-2.207	-5.848	False
AO353_16940	set4IT069 Cholin acetate 19 mM	-2.369	-5.767	False
AO353_16940	set4IT070 Cholin acetate 38 mM	-2.085	-6.041	False
AO353_16940	set4IT071 acetate 17 mM	-1.645	-5.955	False
AO353_16940	set4IT072 acetate 34 mM	-1.348	-4.831	False
AO353_16940	set4IT073 acetate 68 mM	-1.854	-5.476	False
AO353_16940	set4IT074 1-ethyl-3-methylimidazolium lysine 10.5 mM	-1.4	-4.741	False
AO353_16940	set4IT075 1-ethyl-3-methylimidazolium acetate 15 mM	-1.514	-4.929	False
AO353_16940	set4IT076 1-ethyl-3-methylimidazolium acetate 20 mM	-1.689	-5.791	False
AO353_16940	set4IT077 1-ethyl-3-methylimidazolium acetate 30 mM	-2.609	-5.702	False
AO353_16940	set4IT078 1-ethyl-3-methylimidazolium chloride 170 mM	-1.431	-5.128	False
AO353_16940	set4IT080 LB	-1.647	-5.644	False
AO353_16940	set4IT081 Nalidixic 0.004 mg/ml	-1.17	-4.235	False
AO353_16940	set4IT082 Gentamicin 0.006 mg/ml	-1.115	-4.226	False
AO353_16940	set4IT085 Doxycycline hyclate 0.0002 mg/ml	-1.402	-5.025	False
AO353_16940	set4IT087 Ceftazidime 0.12 mg/ml	-1.239	-4.92	False
AO353_16940	set4IT090 LB	-1.409	-5.246	False
AO353_16940	set5IT002 L-Valine (C)	-1.808	-4.002	False
AO353_16940	set5IT003 L-Isoleucine (C)	-2.458	-4.4	False
AO353_16940	set5IT004 L-Leucine (C)	-1.814	-4.181	False
AO353_16940	set5IT005 L-Phenylalanine (C)	-1.507	-4.068	False
AO353_16940	set5IT006 L-Tryptophan (C)	-2.378	-4.535	False
AO353_16940	set5IT007 D-Serine (C)	-2.239	-5.16	False
AO353_16940	set5IT008 D-Alanine (C)	-2.395	-4.567	False
AO353_16940	set5IT009 L-Citrulline (C)	-2.17	-6.719	False
AO353_16940	set5IT010 Carnitine Hydrochloride (C)	-1.848	-5.798	False
AO353_16940	set5IT011 casaminos (C)	-2.281	-6.616	False
AO353_16940	set5IT012 Putrescine (C)	-1.146	-4.21	False
AO353_16940	set5IT014 D-Glucosamine Hydrochloride (C)	-1.558	-5.236	False
AO353_16940	set5IT015 Uridine (C)	-1.346	-5.265	False
AO353_16940	set5IT016 Cytidine (C)	-1.237	-4.999	False
AO353_16940	set5IT017 D-Mannose (C)	-2.575	-7.301	False
AO353_16940	set5IT019 L-Phenylalanine (N)	-2.186	-6.859	False
AO353_16940	set5IT020 L-tyrosine (N)	-2.297	-7.208	False
AO353_16940	set5IT021 L-Tryptophan (N)	-2.296	-6.715	False
AO353_16940	set5IT022 D-Serine (N)	-3.388	-7.174	False
AO353_16940	set5IT023 D-Alanine (N)	-2.792	-6.676	False
AO353_16940	set5IT025 Gly-Glu (N)	-2.507	-5.308	False
AO353_16940	set5IT026 L-Citrulline (N)	-2.97	-7.802	False
AO353_16940	set5IT027 Carnitine Hydrochloride (N)	-2.929	-7.004	False
AO353_16940	set5IT028 Putrescine (N)	-2.378	-6.956	False
AO353_16940	set5IT032 Adenosine (N)	-1.963	-5.934	False
AO353_16940	set5IT033 Adenine (N)	-2.798	-6.919	False
AO353_16940	set5IT035 Inosine (N)	-1.22	-4.616	False
AO353_16940	set5IT037 Ammonium chloride (N)	-3.146	-6.964	False
AO353_16940	set5IT038 nitrate (N)	-2.83	-7.835	False
AO353_16940	set5IT039 nitrite (N)	-2.986	-7.14	False
AO353_16940	set5IT040 Urea (N)	-1.789	-6.265	False
AO353_16940	set5IT041 outer cut, LB soft agar motility assay	-1.983	-5.622	False
AO353_16940	set5IT042 outer cut, LB soft agar motility assay	-1.77	-4.784	False
AO353_16940	set6IT049 LB 10C	-1.203	-4.906	False
AO353_16940	set6IT050 LB 10C	-1.011	-4.46	False
AO353_16940	set6IT051 LB 20C	-1.18	-4.803	False
AO353_16940	set6IT053 LB 30C	-1.721	-5.939	False
AO353_16940	set6IT057 Minimal media pH6	-3.101	-6.854	False
AO353_16940	set6IT058 Minimal media pH6	-2.791	-6.888	False
AO353_16940	set6IT060 Minimal media pH7	-2.951	-6.239	False
AO353_16940	set6IT061 Minimal media pH8	-2.734	-8.238	False
AO353_16940	set6IT062 Minimal media pH8	-3.391	-7.17	False
AO353_16940	set6IT063 Minimal media pH9	-2.138	-5.789	False
AO353_16940	set6IT064 Minimal media pH9	-2.815	-6.221	False
AO353_16940	set6IT070 4C survival; 192 hrs	-1.289	-4.638	False
AO353_16940	set6IT071 4C survival; 360 hrs	-1.312	-4.552	False
AO353_16940	set6IT081 L-Arginine (N)	-2.239	-5.98	False
AO353_16940	set6IT082 L-Histidine (N)	-1.418	-4.927	False
AO353_16940	set6IT084 L-Glutamic (N)	-2.169	-6.214	False
AO353_16940	set6IT085 L-Serine (N)	-2.236	-5.815	False
AO353_16940	set6IT087 L-Glutamine (N)	-2.229	-6.52	False
AO353_16940	set6IT088 Glycine (N)	-1.479	-4.985	False
AO353_16940	set6IT089 L-Arginine (N)	-1.885	-5.161	False
AO353_16940	set6IT090 L-Histidine (N)	-2.173	-5.327	False
AO353_16940	set6IT092 L-Glutamic (N)	-1.884	-5.827	False
AO353_16940	set6IT093 L-Serine (N)	-1.544	-5.366	False
AO353_16940	set6IT095 L-Glutamine (N)	-1.33	-4.624	False
AO353_16960	set6IT083 L-Lysine (N)	-1.242	-7.984	False
AO353_16960	set6IT091 L-Lysine (N)	-1.285	-8.141	False
AO353_16965	set6IT083 L-Lysine (N)	-1.108	-6.257	False
AO353_16965	set6IT091 L-Lysine (N)	-1.139	-5.95	False
AO353_16970	set6IT083 L-Lysine (N)	-1.053	-5.199	False
AO353_16970	set6IT091 L-Lysine (N)	-1.238	-5.147	False
AO353_17020	set2IT005 Cisplatin 0.006 mg/ml	-2.216	-5.97	False
AO353_17020	set3IT093 Lomefloxacin 0.001 mM	-1.67	-7.201	False
AO353_17020	set3IT096 methylglyoxal 0.008 vol%	-2.038	-9.478	False
AO353_17025	set5IT041 outer cut, LB soft agar motility assay	-1.765	-8.068	False
AO353_17025	set5IT042 outer cut, LB soft agar motility assay	-1.942	-9.419	False
AO353_17025	set5IT043 outer cut, LB soft agar motility assay	-2.02	-10.648	False
AO353_17025	set6IT071 4C survival; 360 hrs	-1.45	-8.796	False
AO353_17025	set6IT072 4C survival; 672 hrs	-1.74	-9.786	False
AO353_17030	set3IT093 Lomefloxacin 0.001 mM	-1.13	-6.148	False
AO353_17030	set6IT088 Glycine (N)	-1.369	-8.31	False
AO353_17030	set6IT096 Glycine (N)	-1.296	-7.786	False
AO353_17035	set3IT061 Polymyxin B sulfate 4 mg/ml	-1.66	-4.981	False
AO353_17035	set3IT085 Rifampicin 0.005 mg/ml	-1.672	-4.893	False
AO353_17035	set3IT087 Vancomycin 1 mg/ml	-2.569	-6.652	False
AO353_17035	set4IT071 acetate 17 mM	-1.001	-4.035	False
AO353_17035	set4IT072 acetate 34 mM	-1.188	-4.555	False
AO353_17035	set4IT073 acetate 68 mM	-1.061	-4.191	False
AO353_17035	set4IT074 1-ethyl-3-methylimidazolium lysine 10.5 mM	-1.265	-4.456	False
AO353_17035	set4IT077 1-ethyl-3-methylimidazolium acetate 30 mM	-1.137	-4.187	False
AO353_17035	set4IT087 Ceftazidime 0.12 mg/ml	-1.186	-4.188	False
AO353_17035	set4IT088 Benzalkonium Chloride 0.01 mg/ml	-1.111	-4.118	False
AO353_17035	set5IT042 outer cut, LB soft agar motility assay	-1.797	-4.056	False
AO353_17035	set6IT057 Minimal media pH6	-1.655	-4.476	False
AO353_17035	set6IT058 Minimal media pH6	-2.393	-6.099	False
AO353_17035	set6IT061 Minimal media pH8	-1.591	-6.163	False
AO353_17035	set6IT062 Minimal media pH8	-1.856	-5.863	False
AO353_17035	set6IT070 4C survival; 192 hrs	-1.417	-4.738	False
AO353_17050	set3IT061 Polymyxin B sulfate 4 mg/ml	-4.018	-6.682	False
AO353_17065	set1IT067 propionate (C)	-1.049	-7.047	False
AO353_17070	set3IT057 nitrate 200 mM	-1.515	-7.12	False
AO353_17105	set5IT003 L-Isoleucine (C)	-3.21	-7.151	False
AO353_17105	set5IT004 L-Leucine (C)	-1.941	-5.939	False
AO353_17105	set5IT020 L-tyrosine (N)	-1.011	-4.399	False
AO353_17110	set5IT003 L-Isoleucine (C)	-3.176	-4.339	False
AO353_17110	set5IT004 L-Leucine (C)	-2.859	-4.35	False
AO353_17115	set5IT003 L-Isoleucine (C)	-1.514	-8.163	False
AO353_17115	set5IT004 L-Leucine (C)	-1.562	-7.748	False
AO353_17115	set5IT019 L-Phenylalanine (N)	-1.326	-8.143	False
AO353_17120	set5IT003 L-Isoleucine (C)	-1.503	-7.753	False
AO353_17120	set5IT004 L-Leucine (C)	-1.586	-7.521	False
AO353_17125	set5IT003 L-Isoleucine (C)	-1.642	-7.017	False
AO353_17125	set5IT004 L-Leucine (C)	-1.266	-5.278	False
AO353_17130	set5IT003 L-Isoleucine (C)	-1.352	-4.383	False
AO353_17155	set3IT081 Tetracycline 0.0016 mg/ml	-1.199	-7.353	False
AO353_17155	set3IT085 Rifampicin 0.005 mg/ml	-1.588	-10.167	False
AO353_17155	set4IT085 Doxycycline hyclate 0.0002 mg/ml	-1.046	-7.014	False
AO353_17155	set4IT086 Doxycycline hyclate 0.0006 mg/ml	-1.041	-6.264	False
AO353_17195	set5IT006 L-Tryptophan (C)	-2.396	-7.898	False
AO353_17200	set5IT006 L-Tryptophan (C)	-2.541	-6.049	False
AO353_17230	set5IT006 L-Tryptophan (C)	-2.96	-8.696	False
AO353_17230	set5IT021 L-Tryptophan (N)	-1.02	-5.077	False
AO353_17290	set1IT083 Nickel (II) chloride 0.625 mM	-1.176	-4.375	False
AO353_17290	set1IT086 copper (II) chloride 2.5 mM	-2.001	-6.634	False
AO353_17290	set1IT093 copper (II) chloride 2.5 mM	-2.34	-6.338	False
AO353_17290	set2IT015 Ethanol (C)	-1.339	-4.223	False
AO353_17290	set3IT061 Polymyxin B sulfate 4 mg/ml	-3.364	-6.763	False
AO353_17290	set3IT064 Benzethonium chloride 0.025 mM	-2.82	-6.716	False
AO353_17290	set3IT070 Fusidic 0.125 mg/ml	-2.978	-6.289	False
AO353_17290	set3IT078 Chloramphenicol 0.0025 mg/ml	-1.541	-5.118	False
AO353_17290	set3IT079 Chloramphenicol 0.004 mg/ml	-2.503	-6.543	False
AO353_17290	set3IT080 Tetracycline 0.0008 mg/ml	-3.501	-6.659	False
AO353_17290	set3IT081 Tetracycline 0.0016 mg/ml	-2.91	-6.142	False
AO353_17290	set3IT082 Spectinomycin 0.1 mg/ml	-2.455	-6.758	False
AO353_17290	set3IT083 Spectinomycin 0.15 mg/ml	-3.159	-6.667	False
AO353_17290	set3IT084 Spectinomycin 0.2 mg/ml	-3.7	-6.14	False
AO353_17290	set3IT093 Lomefloxacin 0.001 mM	-2.893	-4.8	False
AO353_17290	set4IT059 syringaldehyde 5 mM	-1.766	-6.113	False
AO353_17290	set4IT074 1-ethyl-3-methylimidazolium lysine 10.5 mM	-1.136	-4.107	False
AO353_17290	set4IT077 1-ethyl-3-methylimidazolium acetate 30 mM	-1.091	-4.037	False
AO353_17290	set4IT081 Nalidixic 0.004 mg/ml	-3.095	-5.489	False
AO353_17290	set4IT082 Gentamicin 0.006 mg/ml	-2.97	-6.486	False
AO353_17290	set4IT085 Doxycycline hyclate 0.0002 mg/ml	-2.771	-6.051	False
AO353_17290	set4IT087 Ceftazidime 0.12 mg/ml	-2.621	-6.755	False
AO353_17290	set4IT088 Benzalkonium Chloride 0.01 mg/ml	-3.053	-5.416	False
AO353_17290	set4IT089 Benzalkonium Chloride 0.012 mg/ml	-2.266	-5.994	False
AO353_17290	set5IT020 L-tyrosine (N)	-1.251	-4.467	False
AO353_17290	set5IT041 outer cut, LB soft agar motility assay	-1.889	-4.708	False
AO353_17290	set5IT042 outer cut, LB soft agar motility assay	-2.167	-4.729	False
AO353_17290	set5IT043 outer cut, LB soft agar motility assay	-1.442	-4.103	False
AO353_17290	set6IT070 4C survival; 192 hrs	-1.284	-4.78	False
AO353_17290	set6IT071 4C survival; 360 hrs	-1.658	-5.704	False
AO353_17290	set6IT072 4C survival; 672 hrs	-1.924	-4.754	False
AO353_17295	set1IT086 copper (II) chloride 2.5 mM	-1.336	-9.985	False
AO353_17295	set1IT093 copper (II) chloride 2.5 mM	-2.324	-15.624	False
AO353_17295	set3IT061 Polymyxin B sulfate 4 mg/ml	-2.671	-17.456	False
AO353_17295	set3IT064 Benzethonium chloride 0.025 mM	-2.913	-17.828	False
AO353_17295	set3IT070 Fusidic 0.125 mg/ml	-3.161	-17.413	False
AO353_17295	set3IT078 Chloramphenicol 0.0025 mg/ml	-1.671	-12.393	False
