focal GCF	assocaited GCF/OG	allele frequency	direction	frequency in samples with focal GCF	frequency in samples with focal GCF	pvalue	phylgoenetically corrected pvalue	beta	beta-std-err	variant_h2	notes	annotation notes	KO Annotation (E-value)	PGAP Annotation (E-value)	PaperBLAST Annotation (E-value)	CARD Annotation (E-value)	IS Finder (E-value)	MI-BiG Annotation (E-value)	VOG Annotation (E-value)	VFDB Annotation (E-value)	Pfam Domains
GCF_12	GCF_4	9.23E-01	positive	0.9647887323943662	0.5	5.54E-10	5.64E-13	5.76E-01	7.31E-02	5.37E-01		alignment timed out during construction to generate consensus sequence for annotation - full set of protein sequences for the orthogroup can be found at: /workspace/lab/kalanlab/salamzar/lsaBGC/minireview/Strep_albido/lsaBGC-Pan_Results_v1.0.9/lsaBGC_Sociate_Results/Sociated_OG_Protein_Seqs/GCF_4.faa	NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_12	GCF_53	7.10E-02	negative	0.028169014084507043	0.5	5.57E-11	9.09E-09	-5.07E-01	8.34E-02	4.41E-01		alignment timed out during construction to generate consensus sequence for annotation - full set of protein sequences for the orthogroup can be found at: /workspace/lab/kalanlab/salamzar/lsaBGC/minireview/Strep_albido/lsaBGC-Pan_Results_v1.0.9/lsaBGC_Sociate_Results/Sociated_OG_Protein_Seqs/GCF_53.faa	NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_16	OG0004380	9.23E-01	positive	0.9523809523809523	0.8	5.15E-03	8.00E-09	4.20E-01	6.87E-02	4.43E-01			NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_16	OG0004381	9.23E-01	positive	0.9682539682539683	0.7333333333333333	1.57E-05	8.36E-15	5.06E-01	5.87E-02	5.71E-01			NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_16	OG0004407	9.16E-01	positive	0.9841269841269841	0.6333333333333333	4.90E-10	2.89E-15	5.08E-01	5.78E-02	5.79E-01			NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_16	OG0004491	8.84E-01	positive	0.9841269841269841	0.4666666666666667	1.98E-15	1.02E-11	3.88E-01	5.27E-02	5.12E-01			NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_16	OG0004756	8.26E-01	positive	0.8492063492063492	0.7333333333333333	1.37E-01	1.79E-12	4.41E-01	5.74E-02	5.27E-01			NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_16	OG0004784	8.26E-01	negative	0.8174603174603174	0.8666666666666667	5.11E-01	9.05E-12	5.84E-01	7.91E-02	5.13E-01			NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_16	OG0004907	7.87E-01	positive	0.8174603174603174	0.6666666666666666	7.28E-02	2.40E-09	5.36E-01	8.45E-02	4.56E-01			NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_16	OG0004908	7.87E-01	positive	0.8174603174603174	0.6666666666666666	7.28E-02	2.40E-09	5.36E-01	8.45E-02	4.56E-01			NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_16	OG0005074	7.10E-01	positive	0.8253968253968254	0.23333333333333334	1.55E-10	3.70E-09	7.17E-01	1.14E-01	4.52E-01			NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_16	OG0005075	7.10E-01	positive	0.8333333333333334	0.2	7.46E-12	8.40E-10	5.45E-01	8.33E-02	4.68E-01			NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_16	OG0005091	7.10E-01	positive	0.8253968253968254	0.23333333333333334	1.55E-10	3.70E-09	7.17E-01	1.14E-01	4.52E-01			NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_16	OG0005168	6.90E-01	positive	0.8253968253968254	0.13333333333333333	2.02E-13	3.35E-13	7.16E-01	8.99E-02	5.42E-01			NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_16	OG0005186	6.90E-01	positive	0.8174603174603174	0.13333333333333333	2.02E-13	1.25E-09	8.76E-01	1.35E-01	4.63E-01			NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_16	OG0005213	6.84E-01	positive	0.8095238095238095	0.13333333333333333	5.13E-13	8.76E-14	4.39E-01	5.34E-02	5.53E-01			NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_16	OG0005263	6.65E-01	positive	0.8095238095238095	0.06666666666666667	1.14E-14	8.33E-18	6.40E-01	6.56E-02	6.20E-01			NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_16	OG0005270	6.65E-01	positive	0.7857142857142857	0.16666666666666666	1.27E-10	1.82E-10	4.31E-01	6.30E-02	4.84E-01			NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_16	OG0005391	6.45E-01	positive	0.7777777777777778	0.06666666666666667	1.65E-13	8.80E-11	7.49E-01	1.07E-01	4.91E-01			NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_16	GCF_12	9.10E-01	positive	0.9285714285714286	0.8333333333333334	1.04E-01	7.90E-12	3.80E-01	5.13E-02	5.14E-01		alignment timed out during construction to generate consensus sequence for annotation - full set of protein sequences for the orthogroup can be found at: /workspace/lab/kalanlab/salamzar/lsaBGC/minireview/Strep_albido/lsaBGC-Pan_Results_v1.0.9/lsaBGC_Sociate_Results/Sociated_OG_Protein_Seqs/GCF_12.faa	NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_16	GCF_13	8.45E-01	positive	0.8968253968253969	0.6333333333333333	3.55E-04	7.12E-09	3.04E-01	4.96E-02	4.44E-01		alignment timed out during construction to generate consensus sequence for annotation - full set of protein sequences for the orthogroup can be found at: /workspace/lab/kalanlab/salamzar/lsaBGC/minireview/Strep_albido/lsaBGC-Pan_Results_v1.0.9/lsaBGC_Sociate_Results/Sociated_OG_Protein_Seqs/GCF_13.faa	NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_16	GCF_4	9.23E-01	positive	0.9523809523809523	0.8	5.15E-03	3.08E-10	3.82E-01	5.67E-02	4.78E-01		alignment timed out during construction to generate consensus sequence for annotation - full set of protein sequences for the orthogroup can be found at: /workspace/lab/kalanlab/salamzar/lsaBGC/minireview/Strep_albido/lsaBGC-Pan_Results_v1.0.9/lsaBGC_Sociate_Results/Sociated_OG_Protein_Seqs/GCF_4.faa	NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_29	OG0005588	5.35E-01	negative	0.08108108108108109	0.680672268907563	2.13E-10	1.41E-12	-4.71E-01	6.10E-02	5.29E-01			NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_29	OG0005776	4.32E-01	positive	0.8108108108108109	0.31932773109243695	9.97E-08	2.32E-09	3.94E-01	6.20E-02	4.57E-01			NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_29	OG0005853	3.81E-01	positive	0.6756756756756757	0.29411764705882354	2.27E-05	5.19E-09	3.97E-01	6.42E-02	4.48E-01			NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_29	OG0005900	3.68E-01	positive	0.8918918918918919	0.21008403361344538	3.51E-14	3.18E-17	5.36E-01	5.62E-02	6.11E-01		alignment timed out during construction to generate consensus sequence for annotation - full set of protein sequences for the orthogroup can be found at: /workspace/lab/kalanlab/salamzar/lsaBGC/minireview/Strep_albido/lsaBGC-Pan_Results_v1.0.9/lsaBGC_Sociate_Results/Sociated_OG_Protein_Seqs/OG0005900.faa	NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_29	OG0005978	3.42E-01	positive	0.918918918918919	0.15966386554621848	2.26E-17	1.72E-24	6.30E-01	5.14E-02	7.04E-01			NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_29	OG0006084	3.16E-01	positive	0.7837837837837838	0.16806722689075632	2.35E-12	5.63E-15	5.06E-01	5.84E-02	5.74E-01			NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_29	OG0006142	3.03E-01	positive	0.8108108108108109	0.14285714285714285	1.38E-14	2.15E-16	5.38E-01	5.83E-02	5.98E-01			NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_29	OG0006167	2.97E-01	positive	0.5945945945945946	0.20168067226890757	5.50E-06	8.02E-09	3.96E-01	6.48E-02	4.43E-01			NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_29	OG0006246	2.77E-01	positive	0.8918918918918919	0.08403361344537816	1.09E-21	2.47E-25	6.80E-01	5.41E-02	7.13E-01			NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_29	OG0006308	2.65E-01	positive	0.7027027027027027	0.12605042016806722	4.33E-12	3.44E-11	4.69E-01	6.56E-02	5.00E-01			NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_29	OG0006341	2.58E-01	positive	0.6756756756756757	0.12605042016806722	2.86E-11	5.77E-12	4.87E-01	6.52E-02	5.17E-01			NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_29	OG0006804	1.87E-01	positive	0.5405405405405406	0.07563025210084033	2.65E-10	2.02E-10	5.06E-01	7.43E-02	4.83E-01			NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_11	OG0004333	9.35E-01	positive	0.952054794520548	0.7	7.19E-04	5.11E-13	3.23E-01	4.09E-02	5.38E-01			NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_56	OG0004794	8.19E-01	negative	0.18181818181818182	0.8689655172413793	1.18E-08	1.97E-09	-2.49E-01	3.91E-02	4.59E-01			NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_56	OG0008493	9.68E-02	positive	0.8181818181818182	0.041379310344827586	4.61E-17	9.41E-14	3.98E-01	4.86E-02	5.52E-01			NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_56	OG0008557	9.68E-02	positive	0.7272727272727273	0.04827586206896552	2.17E-13	2.68E-11	3.23E-01	4.49E-02	5.03E-01			NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_56	OG0008560	9.68E-02	positive	0.7272727272727273	0.04827586206896552	2.17E-13	3.58E-11	3.29E-01	4.61E-02	5.00E-01			NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_56	OG0008853	8.39E-02	positive	0.18181818181818182	0.07586206896551724	2.24E-01	3.88E-11	-6.01E-01	8.44E-02	4.99E-01			NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_56	OG0008856	8.39E-02	positive	0.18181818181818182	0.07586206896551724	2.24E-01	9.43E-12	-6.98E-01	9.45E-02	5.12E-01			NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_56	OG0008876	8.39E-02	positive	0.18181818181818182	0.07586206896551724	2.24E-01	3.88E-11	-6.01E-01	8.44E-02	4.99E-01			NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_53	OG0004543	8.58E-01	negative	0.8181818181818182	0.8620689655172413	6.94E-01	5.48E-27	-8.49E-01	6.44E-02	7.29E-01			NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_53	OG0004645	8.45E-01	negative	0.8181818181818182	0.8482758620689655	7.97E-01	2.33E-33	-9.88E-01	6.35E-02	7.83E-01			NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_53	OG0004671	8.45E-01	negative	0.7272727272727273	0.8551724137931035	2.62E-01	2.57E-11	-3.81E-01	5.29E-02	5.03E-01			NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_53	OG0004803	8.26E-01	negative	0.6363636363636364	0.8344827586206897	8.57E-02	1.66E-25	-7.49E-01	5.93E-02	7.14E-01			NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_53	OG0004847	8.06E-01	negative	0.7272727272727273	0.8137931034482758	4.90E-01	2.39E-18	-6.34E-01	6.36E-02	6.28E-01			NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_53	OG0004887	7.94E-01	positive	0.8181818181818182	0.7931034482758621	8.34E-01	3.81E-15	-6.45E-01	7.38E-02	5.77E-01			NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_53	OG0005029	7.23E-01	positive	0.8181818181818182	0.7172413793103448	4.62E-01	1.23E-09	-3.54E-01	5.48E-02	4.64E-01			NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_53	OG0005244	6.71E-01	positive	0.8181818181818182	0.6620689655172414	2.81E-01	1.13E-20	-7.19E-01	6.63E-02	6.59E-01			NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_53	OG0005336	6.52E-01	positive	0.8181818181818182	0.6413793103448275	2.29E-01	4.90E-20	-6.90E-01	6.51E-02	6.51E-01			NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_53	OG0005426	6.19E-01	positive	0.6363636363636364	0.6206896551724138	9.04E-01	2.07E-12	4.97E-01	6.49E-02	5.26E-01			NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_53	OG0005509	5.81E-01	negative	0.5454545454545454	0.5862068965517241	8.06E-01	2.25E-16	-5.30E-01	5.75E-02	5.98E-01			NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_53	OG0005524	5.81E-01	positive	0.8181818181818182	0.5586206896551724	9.76E-02	5.56E-14	4.89E-01	5.91E-02	5.56E-01			NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_53	OG0006311	2.65E-01	negative	0.18181818181818182	0.2689655172413793	5.19E-01	8.09E-13	-4.30E-01	5.50E-02	5.34E-01			NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_53	OG0006388	2.52E-01	negative	0.18181818181818182	0.25517241379310346	5.80E-01	3.00E-13	-4.54E-01	5.68E-02	5.43E-01			NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_53	OG0007446	1.42E-01	positive	0.18181818181818182	0.13793103448275862	6.94E-01	7.19E-30	8.70E-01	6.10E-02	7.55E-01			NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_53	OG0008804	8.39E-02	positive	0.45454545454545453	0.05517241379310345	4.20E-06	2.22E-21	5.81E-01	5.23E-02	6.68E-01			NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_20	OG0005473	6.06E-01	positive	0.9523809523809523	0.3655913978494624	2.98E-13	7.33E-10	6.04E-01	9.19E-02	4.69E-01			NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_20	OG0005645	5.16E-01	positive	0.8571428571428571	0.27956989247311825	2.06E-12	1.76E-09	4.49E-01	7.01E-02	4.60E-01			NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_20	OG0005731	4.65E-01	negative	0.031746031746031744	0.7634408602150538	3.90E-19	5.84E-15	-6.80E-01	7.84E-02	5.74E-01			NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_18	OG0005783	4.32E-01	positive	0.7738095238095238	0.027777777777777776	2.86E-21	2.43E-18	7.03E-01	7.05E-02	6.27E-01			NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_18	OG0006203	2.77E-01	negative	0.19047619047619047	0.3888888888888889	3.89E-03	5.74E-18	-7.08E-01	7.20E-02	6.22E-01			NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_18	OG0006204	2.77E-01	negative	0.19047619047619047	0.3888888888888889	3.89E-03	5.74E-18	-7.08E-01	7.20E-02	6.22E-01			NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_18	OG0006209	2.77E-01	negative	0.19047619047619047	0.3888888888888889	3.89E-03	5.74E-18	-7.08E-01	7.20E-02	6.22E-01			NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_18	OG0006416	2.45E-01	negative	0.14285714285714285	0.3611111111111111	1.78E-03	4.66E-17	-6.95E-01	7.33E-02	6.08E-01			NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_18	OG0006441	2.39E-01	negative	0.13095238095238096	0.3611111111111111	8.70E-04	1.85E-18	-7.19E-01	7.18E-02	6.29E-01			NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_18	OG0006442	2.39E-01	negative	0.13095238095238096	0.3611111111111111	8.70E-04	1.85E-18	-7.19E-01	7.18E-02	6.29E-01			NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_18	OG0006447	2.39E-01	negative	0.13095238095238096	0.3611111111111111	8.70E-04	1.85E-18	-7.19E-01	7.18E-02	6.29E-01			NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_18	OG0006448	2.39E-01	negative	0.13095238095238096	0.3611111111111111	8.70E-04	1.85E-18	-7.19E-01	7.18E-02	6.29E-01			NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_18	OG0006449	2.39E-01	negative	0.13095238095238096	0.3611111111111111	8.70E-04	1.85E-18	-7.19E-01	7.18E-02	6.29E-01			NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_18	OG0006450	2.39E-01	negative	0.13095238095238096	0.3611111111111111	8.70E-04	1.85E-18	-7.19E-01	7.18E-02	6.29E-01			NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_18	OG0006451	2.39E-01	negative	0.13095238095238096	0.3611111111111111	8.70E-04	1.85E-18	-7.19E-01	7.18E-02	6.29E-01			NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_18	OG0006454	2.39E-01	negative	0.13095238095238096	0.3611111111111111	8.70E-04	1.85E-18	-7.19E-01	7.18E-02	6.29E-01			NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_18	OG0006455	2.39E-01	negative	0.13095238095238096	0.3611111111111111	8.70E-04	1.85E-18	-7.19E-01	7.18E-02	6.29E-01			NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_18	OG0006457	2.39E-01	negative	0.13095238095238096	0.3611111111111111	8.70E-04	1.85E-18	-7.19E-01	7.18E-02	6.29E-01			NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_18	OG0006459	2.39E-01	negative	0.13095238095238096	0.3611111111111111	8.70E-04	1.85E-18	-7.19E-01	7.18E-02	6.29E-01			NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_18	OG0006460	2.39E-01	negative	0.13095238095238096	0.3611111111111111	8.70E-04	1.85E-18	-7.19E-01	7.18E-02	6.29E-01			NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_18	OG0006461	2.39E-01	negative	0.13095238095238096	0.3611111111111111	8.70E-04	1.85E-18	-7.19E-01	7.18E-02	6.29E-01			NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_18	OG0006462	2.39E-01	negative	0.13095238095238096	0.3611111111111111	8.70E-04	1.85E-18	-7.19E-01	7.18E-02	6.29E-01			NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_18	OG0006464	2.39E-01	negative	0.13095238095238096	0.3611111111111111	8.70E-04	1.85E-18	-7.19E-01	7.18E-02	6.29E-01			NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_18	OG0006465	2.39E-01	negative	0.13095238095238096	0.3611111111111111	8.70E-04	1.85E-18	-7.19E-01	7.18E-02	6.29E-01			NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_18	OG0006466	2.39E-01	negative	0.13095238095238096	0.3611111111111111	8.70E-04	1.85E-18	-7.19E-01	7.18E-02	6.29E-01			NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_18	OG0006468	2.39E-01	negative	0.13095238095238096	0.3611111111111111	8.70E-04	1.85E-18	-7.19E-01	7.18E-02	6.29E-01			NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_18	OG0006475	2.39E-01	negative	0.13095238095238096	0.3611111111111111	8.70E-04	1.85E-18	-7.19E-01	7.18E-02	6.29E-01			NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_18	OG0006476	2.39E-01	negative	0.13095238095238096	0.3611111111111111	8.70E-04	1.85E-18	-7.19E-01	7.18E-02	6.29E-01			NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_18	OG0006479	2.39E-01	negative	0.13095238095238096	0.3611111111111111	8.70E-04	1.85E-18	-7.19E-01	7.18E-02	6.29E-01			NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_18	OG0006483	2.39E-01	negative	0.13095238095238096	0.3611111111111111	8.70E-04	1.85E-18	-7.19E-01	7.18E-02	6.29E-01			NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_18	OG0006492	2.32E-01	negative	0.13095238095238096	0.3472222222222222	1.59E-03	7.84E-17	-6.90E-01	7.34E-02	6.05E-01			NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_18	OG0006504	2.32E-01	negative	0.11904761904761904	0.3611111111111111	4.03E-04	3.02E-19	-7.31E-01	7.09E-02	6.40E-01			NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_18	GCF_30	2.00E-01	negative	0.10714285714285714	0.3055555555555556	2.21E-03	7.18E-16	-6.87E-01	7.62E-02	5.89E-01		alignment timed out during construction to generate consensus sequence for annotation - full set of protein sequences for the orthogroup can be found at: /workspace/lab/kalanlab/salamzar/lsaBGC/minireview/Strep_albido/lsaBGC-Pan_Results_v1.0.9/lsaBGC_Sociate_Results/Sociated_OG_Protein_Seqs/GCF_30.faa	NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_48	OG0004416	9.16E-01	negative	0.5714285714285714	0.9507042253521126	1.07E-06	2.64E-09	3.79E-01	5.99E-02	4.55E-01			NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_48	OG0004719	8.39E-01	positive	0.8571428571428571	0.8380281690140845	8.44E-01	5.40E-09	-5.70E-01	9.21E-02	4.47E-01			NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_48	OG0004760	8.26E-01	negative	0.7857142857142857	0.8309859154929577	6.78E-01	6.79E-15	-6.20E-01	7.17E-02	5.73E-01			NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_48	OG0004763	8.26E-01	negative	0.7857142857142857	0.8309859154929577	6.78E-01	5.62E-10	-4.27E-01	6.44E-02	4.72E-01			NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_48	OG0004793	8.19E-01	negative	0.6428571428571429	0.8380281690140845	7.19E-02	5.11E-13	3.97E-01	5.03E-02	5.38E-01			NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_48	OG0005062	7.10E-01	negative	0.14285714285714285	0.7676056338028169	9.64E-07	7.12E-09	5.63E-01	9.18E-02	4.44E-01			NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_48	OG0006670	2.06E-01	positive	0.42857142857142855	0.18309859154929578	3.13E-02	1.42E-15	-5.03E-01	5.64E-02	5.84E-01			NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_48	OG0007833	1.23E-01	positive	0.8571428571428571	0.04929577464788732	1.54E-18	1.03E-10	-6.18E-01	8.90E-02	4.89E-01			NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_48	OG0009254	7.10E-02	positive	0.5714285714285714	0.02112676056338028	2.07E-14	1.10E-09	-4.44E-01	6.84E-02	4.65E-01			NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_48	OG0009418	6.45E-02	positive	0.5	0.02112676056338028	3.55E-12	3.65E-15	-5.63E-01	6.44E-02	5.77E-01			NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_48	OG0009444	6.45E-02	positive	0.5	0.02112676056338028	3.55E-12	2.06E-26	-6.16E-01	4.75E-02	7.24E-01			NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_48	OG0009475	6.45E-02	positive	0.5	0.02112676056338028	3.55E-12	3.80E-13	-5.44E-01	6.85E-02	5.41E-01			NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_48	OG0009536	6.45E-02	positive	0.5	0.02112676056338028	3.55E-12	3.80E-13	-5.44E-01	6.85E-02	5.41E-01			NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_48	OG0009629	5.81E-02	positive	0.42857142857142855	0.02112676056338028	5.13E-10	5.00E-09	-4.28E-01	6.90E-02	4.48E-01			NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_48	OG0009665	5.81E-02	positive	0.42857142857142855	0.02112676056338028	5.13E-10	9.38E-09	-4.59E-01	7.55E-02	4.41E-01			NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_48	OG0009911	5.16E-02	positive	0.42857142857142855	0.014084507042253521	2.32E-11	7.13E-10	4.38E-01	6.66E-02	4.70E-01			NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_48	OG0009950	5.16E-02	positive	0.14285714285714285	0.04225352112676056	1.06E-01	8.56E-09	-4.58E-01	7.51E-02	4.42E-01			NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_48	GCF_59	6.45E-02	positive	0.5	0.02112676056338028	3.55E-12	3.80E-13	-5.44E-01	6.85E-02	5.41E-01		alignment timed out during construction to generate consensus sequence for annotation - full set of protein sequences for the orthogroup can be found at: /workspace/lab/kalanlab/salamzar/lsaBGC/minireview/Strep_albido/lsaBGC-Pan_Results_v1.0.9/lsaBGC_Sociate_Results/Sociated_OG_Protein_Seqs/GCF_59.faa	NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_25	OG0004234	9.48E-01	negative	0.8125	0.9838709677419355	6.51E-05	7.38E-09	8.11E-01	1.32E-01	4.44E-01			NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_25	OG0004235	9.48E-01	negative	0.9375	0.9516129032258065	7.17E-01	2.95E-09	-7.89E-01	1.25E-01	4.54E-01			NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_25	OG0004262	9.42E-01	negative	0.9375	0.9435483870967742	8.64E-01	1.23E-15	-9.08E-01	1.02E-01	5.86E-01			NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_25	OG0004278	9.42E-01	negative	0.9375	0.9435483870967742	8.64E-01	1.23E-15	-9.08E-01	1.02E-01	5.86E-01			NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_25	OG0004289	9.42E-01	negative	0.9375	0.9435483870967742	8.64E-01	1.23E-15	-9.08E-01	1.02E-01	5.86E-01			NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_25	OG0004520	8.71E-01	negative	0.84375	0.8790322580645161	5.49E-01	8.99E-11	-9.19E-01	1.32E-01	4.91E-01			NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_25	OG0004544	8.58E-01	negative	0.8125	0.8709677419354839	3.57E-01	1.01E-10	-8.98E-01	1.29E-01	4.90E-01			NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_25	OG0004655	8.45E-01	positive	0.90625	0.8306451612903226	3.18E-01	6.48E-11	-9.31E-01	1.32E-01	4.94E-01			NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_25	OG0004679	8.45E-01	negative	0.78125	0.8629032258064516	2.22E-01	2.49E-10	-6.19E-01	9.13E-02	4.81E-01			NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_25	OG0004713	8.39E-01	positive	0.875	0.8306451612903226	5.85E-01	9.83E-12	-9.78E-01	1.33E-01	5.12E-01			NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_25	OG0004783	8.26E-01	positive	0.9375	0.7983870967741935	7.18E-02	3.17E-11	9.61E-01	1.34E-01	5.01E-01			NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_25	OG0004891	8.00E-01	negative	0.71875	0.8145161290322581	3.66E-01	6.91E-11	-9.18E-01	1.31E-01	4.93E-01			NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_25	OG0004895	8.00E-01	negative	0.71875	0.8145161290322581	3.66E-01	7.17E-11	-9.17E-01	1.31E-01	4.93E-01			NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_25	OG0004947	7.81E-01	negative	0.75	0.782258064516129	9.23E-01	6.96E-11	9.48E-01	1.35E-01	4.93E-01			NA	NA	NA	NA	NA	NA	NA	NA	NA
GCF_25	OG0005187	6.90E-01	negative	0.625	0.7016129032258065	5.43E-01	1.34E-10	9.27E-01	1.34E-01	4.87E-01			NA	NA	NA	NA	NA	NA	NA	NA	NA
